en_text,fr_text
"Consequently, I think we should vote to proceed with the discussion and vote on this report.",C'est pourquoi je pense que nous devrions voter pour analyser et voter ce rapport.
"Through this directive, we will be a large step closer to realising the internal market for the trade in fireworks, airbags and other pyrotechnic products.","Grâce à cette directive, nous progressons considérablement vers la réalisation d'un marché intérieur pour le commerce des feux d'artifice, sacs gonflables et autres produits pyrotechniques."
It is also urgent to establish a healthy personnel policy that prevents frustration and takes account of the legitimate aspirations of the Commission's officials.,Il est également urgent d'adopter une politique du personnel saine qui évite les frustrations et examine les aspirations légitimes des fonctionnaires de la Commission.
Such action by the Russians would seriously affect military détente in the entire Baltic region since it would mean a considerable change in the military threat both to several EU Member States and to a number of applicant countries.,Cette décision russe devrait avoir de graves retombées sur le climat de détente militaire de l' ensemble de la région de la Baltique car elle implique une modification profonde de la menace militaire à l' égard de plusieurs États membres de l' Union européenne et d' une série de pays candidats.
The largest proportion of the Ombudsman's inquiries concern lack of transparency and refusal to provide information.,La majorité des enquêtes du médiateur concerne le manque de transparence et le refus d'information.
Just look at what has happened with the Frontex budget: it has gone from EUR 6 million in 2005 to EUR 78 or 83 million in 2010.,Voyez ce qui s'est passé avec le budget de Frontex: il est passé de 6 millions d'euros en 2005 à 78 ou 83 millions d'euros en 2010.
"Not listening to Parliament, it was guided by obstinacy rather than wisdom.","Il n'a pas écouté le Parlement ; l'entêtement, et non la sagesse, était alors l'idée maîtresse."
Over 3000 detailed reports of the public debates have been delivered by post.,"En effet, plus de 3000 relevés détaillés des débats publics ont été acheminés par voie postale."
"However, we must not forget that it makes no sense to make too big a compromise here because it would be at the expense of the stability and reliability of the system.","Cependant, n'oublions pas qu'un excès de compromis dans cette matière n'a pas de sens parce que ce serait aux dépens de la stabilité et de la fiabilité du système."
The Council does not give in to pressure.,Le Conseil ne cède pas aux pressions.
The EU and its Member States must pay closer attention to the situation in Cuba and take note of the facts in an unprejudiced way;,L'UE et ses États membres devraient s'occuper de manière plus approfondie de la situation à Cuba et prendre acte sans préjugés des réalités ;
I would also add our concern at the French Government's recent announcement.,J'ajoute également que nous sommes préoccupés par ce que vient d'annoncer l'actuel gouvernement français.
It is part of a deliberate strategy by the Iranian regime to systematically silence human rights activists.,Il s'inscrit dans une stratégie délibérée du régime qui vise à réduire systématiquement au silence les défenseurs des droits de l'homme.
"In the meantime, 400 000 European scientists are working in America.","En attendant, 400 000 scientifiques européens travaillent en Amérique."
The EU is not an international financial institution but at crisis times our foreign policy objectives can be linked with what we do with macro-financial assistance.,"L'UE n'est pas une institution financière internationale mais en période de crise, nos objectifs en matière de politique extérieure peuvent être liés à ce que nous faisons en matière d'assistance macrofinancière."
"As a result, the only parties to pay that are clearly identified in the text are road users, and that is why I shall not be voting in favour of this report.","Par conséquent, les seuls payeurs clairement identifiés dans le texte sont les usagers. C'est pourquoi je ne voterai pas pour ce rapport."
We call on the Commission to take into consideration all these deliberations on flexibility and improved conduct of negotiations in the context of budgetary policy annually and multiannually during the deliberations on the review of the multiannual financial plan in the autumn.,"Nous invitons la Commission à tenir compte de l'ensemble de ces réflexions au sujet de la flexibilité et de l'amélioration de la conduite des négociations sur les politiques budgétaires annuelles et pluriannuelles lorsqu'elle se penchera, à l'automne, sur la révision du cadre financier pluriannuel."
The argument that the development of new services could be jeopardized by the inclusion of television on demand is no longer tenable.,L'argument selon lequel le développement de nouveaux services pourrait être menacé à cause de l'incorporation de la télévision sur appel dans cette directive n'a donc plus de raison d'être.
"Ethical, since the manipulation of chromosomal information explores limits other than those that are technically possible; environmental, because, by introducing foreign genes into cultivated plants, we are deliberately running the risk of spreading undesirable genes amongst wild plant life.","Éthique, car la manipulation de l'information chromosomique relève d'autres limites que de celles du techniquement possible ; environnemental, parce qu'en introduisant des gènes étrangers dans les plantes cultivées, on prend délibérément le risque de diffuser dans la flore sauvage des gènes indésirables."
I quite agree that the ethical committee's work needs to be publicized more widely and that the Members of the European Parliament should have wider access to it.,Je suis tout à fait d'accord pour que les travaux du comité d'éthique soient plus souvent publiés et pour que les membres du Parlement y aient davantage accès.
"It would be unfair for the poorest countries, which have made the greatest efforts to meet the convergence criteria, sacrificing expenditure in fundamental sectors, to be now deprived of this instrument for cohesion.","Il ne serait pas juste que les pays les plus pauvres, qui ont fait beaucoup plus d'efforts pour remplir les critères de convergence, en sacrifiant des dépenses dans des secteurs fondamentaux, se voient à présent privés de l'instrument de la cohésion."
"The question arises as to why the Union’s agencies, whose aim is to defend democracy, human rights and freedoms and to combat intolerance only react to certain types of human rights violations, turning a deaf ear and a blind eye when Catholics are involved.","La question qui se pose est la suivante: pourquoi les agences de l’Union, censées défendre la démocratie, les droits de l’homme et les libertés, et lutter contre l’intolérance, ne réagissent-elles qu’à certains types de violations des droits de l’homme et se voilent la face lorsqu’il est question de catholiques?"
"Much-needed humanitarian supplies have been cut off after the disgraceful shooting down of two UN planes, whose personnel are still unaccounted for.","Les aides alimentaires, tellement nécessaires, ont été interrompues après que deux avions des Nations unies ont été lâchement abattus et dont les équipages n'ont toujours pas été retrouvés."
"We also spend considerable sums of money on this, but unfortunately it is never enough, given the misery prevailing in the world.","Nous dépensons des sommes importantes pour cela mais, malheureusement, cela ne suffit jamais face à la misère qui règne dans ce monde."
Chechnya,Tchétchénie
"On the subject of the report, the key word is, I think, simplification.","Au sujet du rapport, le maître-mot, je crois, est la simplification."
The change of the name to the Economic and Financial Committee is an appropriate juncture at which to prompt reform.,"Rebaptisé «comité économique et financier», le moment est approprié pour entamer quelques réformes. J'ai récemment eu un entretien encourageant avec Sir Nigel."
"Mr President, could I thank the honourable Members in all parts of the House for the constructive contributions they have made in the course of this debate.","Monsieur le Président, permettez-moi de remercier les députés de tous les bords de cette Assemblée pour avoir contribué de manière constructive au déroulement de ce débat."
"Let me say this very clearly: we must stand together in response to this crisis of confidence, and we must take it seriously.","Je le dis clairement: nous devons parler d'une seule voix pour répondre à cette crise de confiance, et nous devons prendre cette tâche au sérieux."
Mr Ryan will be aware that in the past couple of months the Commission was at the centre of coordinating the approach of financial stimulus which was adopted by the European Council at its December meeting.,"M. Ryan est conscient du fait qu'au cours des derniers mois, la Commission a été le centre de coordination de l'approche des incitants financiers adoptée par le Conseil européen lors de sa réunion de décembre."
I am therefore taking the opportunity to say that we cannot work in this way.,Je profite donc de l'occasion pour dire que nous ne pouvons travailler dans ces conditions.
Would personal intervention by the President of the Commission not be necessary in this case?,Une intervention personnelle du président de la Commission ne serait-elle pas indispensable dans ce cas-ci ?
"Commissioner, you called for more flexibility for the Member States during the system changeover.","Madame la Commissaire, vous souhaitiez plus de flexibilité pour les États membres pendant la période de transition de l'ancien système au nouveau."
The second important distinction relates to the content.,La deuxième distinction importante concerne le contenu.
- Kacin report,- Rapport Kacin
"The Commission also proposes retaining mandatory ranges in some specific sectors: wines, spirits, soluble coffee and white sugar.","La Commission propose aussi de maintenir des gammes obligatoires dans certains secteurs spécifiques: les vins, les spiritueux, le café soluble et le sucre blanc."
Even then the EU' s institutional response has been largely focused on the issue of sexual abuse and trafficking and not on the wider set of EU issues that affect children.,"Mais même à cette occasion, la réponse institutionnelle s'est largement focalisée sur le problème des abus sexuels et du trafic et non pas sur l'éventail plus large de questions relatives aux enfants en Europe."
"Unilever ČR had to close the plant in Nelahozeves due to the effects of the economic crisis, and the lay-offs affected most of the workers.","Unilever ČR a dû fermer l'usine de Nelahozeves à la suite de la crise économique, et les licenciements concernaient la majorité des travailleurs."
We have to take the lead in the world with regard to ratification and continue the dialogue with the US in order to bring the country on board in the future.,"Nous devons prendre la tête des opérations, à l'échelle du monde, pour ce qui est de cette ratification, et poursuivre le dialogue avec les États-Unis, afin d'obtenir leur adhésion dans l'avenir."
"In his report, the rapporteur proposes that the diameters of individual coins should increase with their stated value.",Le rapporteur propose que chaque pièce ait un diamètre ascendant en fonction de sa valeur.
The use of force against civilians is prohibited under international humanitarian law.,L' utilisation de la force contre des civils est interdite par le droit humanitaire international.
Those are my main points.,Telles étaient mes remarques principales.
I can assure you that the European Commission also believes that the export market for renewable energy sources constitutes one of our main priorities for the immediate future.,Je peux vous confirmer que la Commission européenne considère également que le marché de l'exportation des sources d'énergies renouvelables constitue une des priorités essentielles pour le futur immédiat.
Perhaps the Commissioner will reply to his question as well.,Le commissaire pourra peut-être répondre aussi à sa question.
"As regards the directive, the Commission believes that Amendment 1 on fiscal incentives does not provide any new value added to the proposal.","En ce qui concerne la directive, la Commission pense que l’amendement 1 sur les incitations fiscales n’apporte aucune valeur ajoutée nouvelle à la proposition."
We have cause for concern in all circumstances where food of animal origin is being packaged and identified.,Il y a lieu de s’inquiéter dans tous les cas où des denrées alimentaires d’origine animale sont emballées et identifiées.
The current compromise proposal extends housing interventions for marginalised communities to all 27 Member States and not only to the EU-12 as the Commission initially proposed.,"Cette proposition de compromis étend les interventions dans le domaine du logement aux communautés marginalisées des vingt-sept États membres et ne concerne pas seulement celles de l'UE-12, comme la Commission le proposait initialement."
"I am right behind Mr Barroso’s initiative to send new legislative proposals to the national parliaments, for Member States are capable of carefully screening for subsidiarity, something which will undoubtedly increase the support base for European legislation among Member States.","J’accorde tout mon soutien à l’initiative de M. Barroso d’envoyer les propositions législatives aux parlements nationaux, dès lors que les États membres sont capables d’examiner avec sérieux les aspects de la subsidiarité, ce qui accroîtra à n’en pas douter le soutien apporté à la législation européenne au sein des États membres."
"Since 1963, Syria has operated under a state of perpetual emergency, which is the legal basis for many of the repressive instruments imposed by the government and which it justifies on the grounds of the ongoing conflict with Israel following Syria's loss of the Golan Heights in 1967 and the struggle against Islamist terrorists who oppose the secular socialist state.","Depuis 1963, la Syrie a évolué dans un état d’urgence permanent, lequel constitue la base juridique de nombre des instruments de répression imposés par le gouvernement et se voit justifié par le conflit toujours en cours avec Israël, à la suite de la perte par la Syrie du plateau du Golan en 1967, et par la lutte contre les terroristes islamistes opposés à l’État socialiste séculier."
To use a slang word it is a 'cop-out' to say that it is not a matter for the Council.,Il est facile de dire que cette question ne relève pas de la compétence du Conseil.
What does that mean?,Qu'est-ce que cela signifie?
"For a long time, we in Europe have acted as if we were immovable objects.","Depuis longtemps, en Europe, on s'est comportés comme des immobiles."
This was never successful.,Cela n'a jamais réussi.
For the public this is the end of an era in which many people in many countries have had to give very little thought to what happens to the waste they produce.,"Pour le public, elle marque la fin d'une époque où une vaste majorité de gens, dans de nombreux pays, n'avaient guère à se soucier de ce qu'il advenait des déchets qu'ils produisaient."
The exclusion of Uzbekistan from such regional programmes would damage Uzbekistan's neighbours more than Uzbekistan itself.,L’exclusion de l’Ouzbékistan de ces programmes régionaux nuirait davantage aux voisins de l’Ouzbékistan qu’au pays lui-même.
And peace and stability in Iraq.,Ainsi que la paix et la stabilité en Irak.
"In our opinion, however, you have now taken a step backwards, because the call for treaty infringement proceedings to be initiated on account of there being discrimination on grounds of ethnic origin has just been supported once again by the documents that a few speakers have already mentioned and which have been referred to in French newspapers today.","Nous avons toutefois l'impression que maintenant, vous faites marche arrière. En effet, l'appel en faveur du lancement d'une procédure pour violation des traités qui devait être engagée pour discrimination fondée sur l'origine ethnique n'a une fois de plus été appuyé que par les documents déjà mentionnés par quelques orateurs et dont la presse française a parlé aujourd'hui."
"These reserves must, therefore, be managed extremely wisely, meaning, above all, that they should be used very sparingly.",Ces réserves doivent donc être gérées avec une extrême sagesse. Cela signifie surtout que nous devons les utiliser avec une grande parcimonie.
"This summer, Spain, France and Greece have endured the same story, suffering similarly devastating effects.","Cet été, un scénario identique s’est déroulé en Espagne, en France et en Grèce. Ces pays ont subi des effets aussi dévastateurs."
We have to ask ourselves how best we can support them.,Nous devons nous demander comment nous pouvons les soutenir au mieux.
Agenda 2000 finally puts the Second World War behind us.,L'Agenda 2000 met un terme définitif à la Seconde Guerre mondiale.
What truly matter are the outputs.,"Ce qui compte réellement, ce sont les résultats."
"2. Yemen: death penalty against juvenile offenders, notably the case of Muhammed Taher Thabet Samoum","2. - Yémen: poursuites contre des mineurs délinquants, notamment le cas de Muhammed Taher Thabet Samoum"
"Vice-President of the Commission/High Representative of the Union for Foreign Affairs and Security Policy. - Mr President, I welcome very much the opportunity to discuss with you what I believe is an evolving Arctic policy in the European Union.","Monsieur le Président, je me réjouis de cette occasion qui m'est donnée de discuter avec vous de ce que je pense être une évolution de la politique de l'Union européenne sur les questions arctiques."
It will not have an infinite life span and will have to involve the local communities.,Elle n'aura pas une durée de vie infinie et devra englober les communautés locales.
"Fourthly, upon drafting this report and the eighteen amendments which I recommended to the committee, I sought legal advice from various lawyers and legal experts in order to preclude any doubt which may arise in future in the legal sphere.","Quatrièmement, en rédigeant le présent rapport et les dix-huit amendements que j' ai recommandés à la Commission, j' ai demandé l' avis juridique de divers juristes et experts afin d' éviter que des doutes ne se fassent jour à l' avenir sur le plan juridique."
In the Amsterdam Treaty the issue of unemployment is of primary importance for the European Parliament.,"Le thème de l'emploi, dans le traité d'Amsterdam, s'avère primordial pour le Parlement européen."
In this context I would like to recall that in fast growing economies structural inflation is higher.,"Dans ce contexte, je voudrais rappeler que dans les économies à forte croissance, l'inflation structurelle est plus élevée."
"The European Union has speeded up the process of opening up to the states of the South Caucasus ever since its expansion towards Eastern Europe, at a time when this region has become extremely important from a strategic, stability and security perspective.","L'Union européenne a accéléré le processus d'ouverture aux pays du Sud Caucase, depuis qu'elle s'est étendue en Europe orientale, à un moment où cette région est devenue extrêmement importante du point de vue stratégique, du point de vue de la stabilité et de la sécurité."
This will not be the last time that we discuss this issue: it is an on-going process.,Ce n'est pas la dernière fois que nous discutons de cette affaire qui est d'ailleurs en évolution constante.
We need protected geographical indications and designations of origin.,Nous devons protéger les indications géographiques et les appellations d'origine protégées.
I ask my colleagues to support it unanimously.,J'invite par conséquent mes collègues à la soutenir unanimement.
No one opposes this.,Personne ne s'y oppose.
"That is why this reform should not be the business of experts, but rather of farmers and consumers.","C'est pourquoi cette réforme ne doit pas être l'affaire des experts, mais celle des agriculteurs et des consommateurs."
"Moreover, ever higher life expectancies mean the number of older people is increasing, along with the resulting consequences.","De plus, l'allongement constant de l'espérance de vie signifie que le nombre des personnes âgées augmente, avec les conséquences qui s'ensuivent."
It is hoped that the proposal for a new European Parliament and Council directive will be adopted by the Commission in July 1996.,La Commission devrait adopter en juillet 1996 la proposition d'une nouvelle directive présentée par le Parlement européen et le Conseil.
"With the current instruments, and by persisting with the budgetary sovereignty of the Member States, I fear that this consolidation is a pipe dream, with all the consequences that that entails.","Avec les instruments actuels, et en persistant dans la souveraineté budgétaire des États, je crains que cette consolidation ne soit illusoire, avec toutes les conséquences que cela comportera."
"There is still some way to go, and I urge both sides to make the last effort to reach an agreement capable of being approved by the Parliament before Christmas.","Il reste encore du chemin à faire, et j'encourage vivement les deux parties à faire un dernier effort pour parvenir à un accord qui puisse être approuvé avant Noël par le Parlement."
"We now need a holistic approach to peace, democracy, security and stability in the Middle East.","Nous avons à présent besoin d’une approche holistique de la paix, de la démocratie, de la sécurité et de la stabilité au Moyen-Orient."
I appeal to our Socialist Members in particular.,J’en appelle tout particulièrement à nos collègues socialistes.
"I welcome the provision for a Member State's temporary departure from the adjustment path when it results from unforeseen events, which ensures that the process will be flexible and realistic.","J'approuve la disposition qui autorise un écart temporaire d'un État membre par rapport à la trajectoire d'ajustement s'il résulte d'une circonstance inhabituelle, ce qui garantit la souplesse et le réalisme du processus."
"Then there is the attractive 'undertaking-economy' example. Namely, that because benchmarking works well for companies we can transfer it to the economy in general.","On trouve ensuite l'exemple attrayant «entreprise-économie», selon lequel, compte tenu de son bon fonctionnement dans l'entreprise, le benchmarking peut être transféré au niveau de l'économie."
Promises of financial aid alone are not enough.,Et il ne suffit pas de faire seulement des promesses d'ordre financier.
"Indeed, the Commission has already worked very intensively on this, and it will continue to work on it and to make changes to the important implementing rules.","En fait, la Commission a déjà consenti des efforts considérables en la matière et elle continuera d’y travailler et d’adapter les modalités d’exécution importantes."
"Madam President, I should like to talk about two matters: first, in my capacity as shadow rapporteur for the PPE-DE Group on various transport matters; secondly, as shadow rapporteur on the other institutions.","Madame la Présidente, je tiens à m'exprimer sur deux points: premièrement, en ma qualité de rapporteur fictif pour le groupe PPE-DE concernant diverses questions relatives aux transports et, deuxièmement, en ma qualité de rapporteur fictif concernant les autres institutions."
"(NL) Madam President, in this debate, Parliament is once again following an all too familiar course.","(NL) Madame la Présidente, dans ce débat le Parlement suit une fois de plus une voie par trop familière."
"Mr President, I have no wish to hold up the vote but this morning I raised an objection to the session minutes under Rule 148(3).","Monsieur le Président, je ne veux pas retarder longtemps les votes, mais j'ai soulevé ce matin une objection contre le procès-verbal de la séance précédente, en vertu de l'article 148, paragraphe 3."
"In all cases, I am confident that we will be able to find the appropriate arrangements to both satisfy the need for information and to preserve and increase the effectiveness of the instrument.","Dans tous les cas, je suis certain que nous serons capables de trouver des arrangements appropriés pour satisfaire à la fois le besoin en matière d'informations et pour préserver et augmenter l'efficacité de l'instrument."
That is why we join all those people from every country and every continent who demonstrate against the massacres: all those people from every country and every continent who are angry and go out to the streets and say 'No more crimes!',"C'est pourquoi nous nous associons à toutes les personnes de chaque pays et de chaque continent qui manifestent contre les massacres: toutes les personnes de chaque pays et de chaque continent qui sont en colère et sortent dans la rue pour dire ""plus de crimes!""."
We have been told about very many concrete measures.,On nous a parlé d'un grand nombre de mesures concrètes.
E-safety technology is intended to ensure an intelligent link between man and machine and to enable drivers to free themselves from routine actions.,La technologie a pour objectif de garantir à l’établissement d’un lien intelligent entre l’homme et la machine et de permettre aux conducteurs de se libérer des actions routinières.
"For these reasons, I voted in favour of the proposal for a directive.","Pour toutes ces raisons, j'ai voté en faveur de la proposition de directive."
"- (NL) External military interventions are usually a bad thing, as they involve a major power trying to impose its will on the warring parties from outside, without the consent of those parties.","(NL) Les interventions militaires de l'extérieur sont généralement une mauvaise chose. On essaye donc d'imposer la volonté d'une grande puissance aux parties belligérantes de l'intérieur, sans l'approbation de celles-ci."
"Regional policy is extremely important for today's EU, but also in terms of solidarity in the EU of the future.","La politique régionale est très importante pour l'Union d'aujourd'hui, mais aussi pour la solidarité au sein de la future UE."
There will certainly have to be more liberalisation if constructive changes are to come about.,Il faudra des efforts très importants pour parvenir à infléchir la tendance de façon positive.
The next item is the debate on topical and urgent subjects of major importance,"L'ordre du jour appelle le débat sur des problèmes d'actualité, urgents et d'importance majeure."
"As my two colleagues in the Socialist Group in the European Parliament pointed out, there is a need for more transparency and, at the very least, a need to agree on the facts.","Comme l'ont fait remarquer mes deux collègues du groupe socialiste au Parlement européen, nous avons besoin d'une plus grande transparence ou, tout au moins, d'être d'accord sur les faits."
"At the same time, it would nonetheless be a great pity not to make use of the opportunity of getting our hands on those production units that exist within the European Union.","D'autre part, ce serait une énorme erreur que de ne pas saisir la chance qui nous est donnée aujourd'hui de mettre la main sur les unités de production de drogues synthétiques qui existent sur le territoire de l'Union."
"I urge you to vote for the fair traditions of this House and for the fundamental principles of our Community of values, and not to be swayed by purely national interests and party political calculations.","Votez pour perpétuer la tradition de notre Assemblée et les principes fondamentaux de notre communauté de valeurs, et ne mettez pas les intérêts purement nationaux et les calculs politiques à l' avant-plan."
The committee's proposal broadens the tax base by removing some of the exemptions.,La proposition du rapport élargit l'assiette fiscale en rejetant la plupart des exceptions.
"Mr President, this is not really a question, but I shall willingly respond to your suggestion that, in effect, neither controls, whether discrete or not, nor the SIS lists can prevent unfortunate acts from taking place at public demonstrations.","Monsieur le Président, en réalité, il ne s'agit pas d'une question mais je réponds avec plaisir à cette suggestion."
"What still counts from my point of view is that, in both draft directives, I can see substantial improvements over against the current legal position, and certainly as regards modernisation, simplification, the introduction of electronic tendering procedures or the use of electronic media in the tendering process, and the ways in which things are made easier for specific sectors.","Ce qui compte aussi pour moi, c'est de voir dans les deux projets de directive de réelles évolutions par rapport à la situation juridique actuelle, et certainement dans le sens de la modernisation, de la simplification, de l'introduction de procédures électroniques pour les appels d'offres ou de l'utilisation de moyens électroniques dans la procédure de passation, et de la façon dont les choses sont facilitées dans certains secteurs."
You are an example for all Nigerians who want to leave behind poverty and ignorance.,Vous êtes un modèle pour tous les Nigérians qui veulent sortir de la pauvreté et de l’ignorance.
"Such an endeavour must be worth something to us - not only in terms of what we ourselves, or politicians, put into it, not only in terms of drumming up people's support, but also in terms of figures in black and white, by which the project must be backed up; it means that we also, of course, have to give thought to how we can set out, including in financial terms, the individual steps that must be taken. That is not just a fear on the part of the public, but an important issue.","L'importance de cet effort est unique pour nous, non seulement en investissement personnel, non seulement dans l'investissement des représentants politiques ou encore dans le concours et le soutien des citoyens, mais aussi dans les chiffres concrets qui doivent accompagner le projet : cela signifie que nous devons naturellement également réfléchir à cela, et ce n'est pas seulement une crainte de la population, mais c'est un thème très important : comment nous allons pouvoir représenter sur le plan financier chacune des étapes qui devront être accomplies."
"On 25 May, the Committee on Foreign Affairs will have an opportunity to discuss this, within the framework of my report.","Ce 25 mai, la commission des affaires étrangères aura l'occasion, dans le cadre de mon rapport, d'en débattre."
"- (SK) Mr President, when we look at the history of European integration and at the current setup and functioning of the EU, it may be said that the EU can be seen not only as a grouping of states, but instead more as a political arena with the potential for creating a genuine European public.","- (SK) Monsieur le Président, lorsqu'on se penche sur l'histoire de l'intégration européenne, lorsqu'on examine le système institutionnel et le fonctionnement actuels de l'UE, on s'aperçoit que l'Union ne se réduit pas à un groupement d'États, mais qu'elle est plutôt une enceinte politique qui a toutes les capacités pour donner naissance à un authentique espace public européen."
But I would point out to the Commissioner that there are three readings under co-decision.,Mais je ferai remarquer au commissaire qu'il y a trois lectures en co-décision.
What is required is the rapid dissemination of experiences and technical knowledge to enable the child porn homepages to be filtered out.,Il s'agit de diffuser rapidement les expériences et les connaissances techniques qui permettront d'éliminer par filtrage les pages d'accueil proposant de la pédopornographie.
"I believe that the Commission, too, should try to find a more intelligent solution than the present system for future Development Funds.",Je pense que la Commission devrait aussi songer à une solution plus intelligente que le système actuellement en place pour le futur Fonds de développement.
"Consequently, it is not surprising that the local elections should be considered a threat and that they have been repeatedly postponed.",Il ne faut donc pas s' étonner si ce parti considère les élections locales comme une menace et s' il les a postposés à plusieurs reprises.
"Unfortunately, tragedies continue to happen because of large earthquakes.","Malheureusement, des tremblements de terre de grande ampleur continuent à causer des tragédies."
"It is a problem that can only be solved jointly, together with the various governments in Europe.","Ce problème ne peut être résolu que collectivement, de concert avec les différents gouvernements d’Europe."
"Now and in the future, aid can be given at once when disasters strike.","Aujourd'hui, et à l'avenir, on pourra distribuer des aides immédiatement lors de grandes catastrophes."
"Of course, I can say now that it was a pleasant experience because the outcome has been extremely positive for Parliament.","Je puis le dire, maintenant que le résultat a été très positif pour le Parlement."
Today this Parliament must stand out against these forced repatriations - 600 in the last 4 weeks alone - as there has been a completely arbitrary denial of refugee status since 1988 in Hong Kong: these people are being denied their rights under the Geneva Convention.,"Aujourd'hui notre institution doit s'élever contre ces rapatriements forcés, 600 au cours des quatre dernières semaines, dans la mesure où Hong-Kong leur refuse arbitrairement, depuis 1988, tout statut de réfugié. On refuse à ces gens les droits qui sont les leurs en vertu de la Convention de Genève."
Our policy is to have coherence between the CAP and development policy.,Notre approche consiste à maintenir la cohérence entre la PAC et la politique de développement.
"I do not understand the political interference and the real message from France, and we should get to the bottom of it.",Je ne comprends pas cette ingérence politique et le véritable message que veut donner la France et nous devrions découvrir le fin fond de cette histoire.
You also asked about the contributions from Bulgaria and Romania.,Vous avez également posé une question concernant les contributions de la Bulgarie et de la Roumanie.
"The efforts made by the UN in this regard can obviously not remain without appropriate response, as even today, women are being raped in their thousands in war zones, and are then cast out by their families, thus becoming double victims.","Les efforts déployés par les Nations unies à cet égard ne peuvent bien évidemment pas rester sans une réponse appropriée, car même aujourd'hui, des femmes sont violées par milliers dans des zones en guerre, pour être ensuite rejetées par leurs familles. Elles sont ainsi deux fois victimes."
The whole of Europe managed to stage a huge festival of football where the Belgian and Dutch authorities were the first to back this idea and which attracted huge numbers of football supporters from Europe.,"Toute l' Europe est parvenue à organiser une gigantesque fête du foot, les autorités belges et néerlandaises en tête, et une masse incroyable de supporters a déferlé des quatre coins du continent."
"As regards the question from Mrs Lenz - and this is indeed a matter for the Commission - Mrs Mazarrasa has informed us that she wishes to leave, as she has been working there for two years.","En réponse à Mme Lenz - voilà qui ressort de la compétence de la Commission - , Mme Mazarras nous a fait part de son désir de partir, car cela fait deux ans qu'elle travaille sur place."
"   I am sorry, Mrs Oomen-Ruijten.","   - Je suis désolé, Madame Oomen-Ruijten."
The resolution also confirms that decisions will in all cases be taken by the Ecofin Council in accordance with the procedures determined by the Treaty.,"La résolution confirme également que ""dans tous les cas où une décision doit être prise, celle-ci l'est par le conseil ""´écofin"" selon les procédures fixées par le Traité."""
We will be attending many of your committee meetings and my hope - and indeed my certainty - is that we will cooperate closely with you on advancing the many technical dossiers which provide the foundation of European economic integration.,"Ainsi, nous comptons assister à de nombreuses réunions de commission et je souhaite, j'en ai d'ailleurs l'intime conviction, que nous travaillions en étroite collaboration pour faire évoluer les nombreux dossiers techniques qui sont au coeur même de l'intégration économique européenne."
"The Commission has also introduced a more effective early warning system within its bookkeeping procedures, so as to alert the various administrative offices as quickly as possible if, for instance, there are plans to enter into a contract with a party already known for irregularities.","La Commission a également mis en place un système d'alerte précoce au sein de sa comptabilité pour émettre le plus rapidement possible des indications aux différents services administratifs, lorsque par exemple un contrat est prévu avec une personne, qui s'est déjà faite remarquer par des irrégularités."
"   Mr President, I would like to condemn the fact that yesterday, within European Union territory, specifically in the Spanish city of San Sebastián, Batasuna, a political group which is banned for being part of ETA’s network, held an event which amounted to a celebration of, and an apology for, terrorism, and I wish to express my regret at the fact that neither the Basque autonomous government nor the central government took any measures to prevent that illegal act from taking place.","   - Monsieur le Président, je voudrais condamner le fait qu’hier, sur le territoire de l’Union européenne, et plus particulièrement dans la ville espagnole de San Sebastián, Batasuna, un groupe politique interdit au motif qu’il fait partie du réseau de l’ETA, a organisé une manifestation qui est rien moins qu’une célébration et une apologie du terrorisme, et je souhaite dire à quel point je déplore que ni le gouvernement autonome basque ni le gouvernement central n’aient pris de mesures pour empêcher que cet acte illégal n’ait lieu."
"Nevertheless, even though we agree that cohesion policy needs revising, even revising somewhat radically, we do not agree that it should be abolished or renationalised.","Néanmoins, si nous sommes d'accord de rénover la politique de cohésion, même de manière assez radicale, nous ne sommes pas d'accord de la supprimer ou de la renationaliser."
"We know it is in the implementation phase now, but it sends a clear signal that this Parliament is extremely interested in what we regard as one of the most important pieces of internal market legislation and one that enhances competitiveness.","Nous savons qu’elle en est actuellement à la phase de mise en œuvre, mais nous montrons ainsi clairement que le Parlement est très intéressé par ce que nous pensons être l’une des réglementations du marché intérieur les plus importantes et un élément qui renforce la compétitivité."
"A5-0175/2003, by Mr Souchet, on behalf of the Committee on Agriculture and Rural Development, on the proposal for a Council regulation on the common organisation of the market in dried fodder for the marketing years 2004/05 to 2007/08 (COM(2003) 23 C5-0044/2003 2003/0010(CNS));","A5-0175/2003, de M. Souchet, au nom de la commission de l'agriculture et du développement rural, sur la proposition de règlement du Conseil portant organisation commune du marché des fourrages séchés pour les campagnes de commercialisation de 2004/05 à 2007/08 (COM(2003) 23 - C5-0044/2003 - 2003/0010(CNS));"
I should like to inform you that I have received six motions for resolutions under Rule 37 paragraph 2 of the Rules of Procedure.,"Je vous communique que j' ai reçu, conformément à l' article 37, paragraphe 2, du règlement, six propositions de résolution."
"Mr President, I too would like to congratulate Mrs Maij-Weggen.","Monsieur le Président, je m'associe moi aussi aux félicitations adressées à Mme Maij-Weggen."
I declare adjourned the session of the European Parliament.,Je déclare interrompue la session du Parlement européen.
It is time to move beyond national self-interest towards greater convergence.,Il est temps de dépasser les égocentrismes nationaux pour atteindre une plus grande convergence.
